Appliance,Brand,Model.No,Country,CEC,SRI,Star,Cap,,,,,,,,
Refridgerator,LEMAIR,RD-220FF,China,358,2.0359,2,180.6,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,DAEWOO,DFS-645E/DFS-645S,"""Korea, Republic of""",710,2.0134,2,645,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,OMEGA,FBW616P/FBW616W/FRW616S,"""Korea, Republic of""",740,1.739,1.5,616,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,TUSCANY,TBF66WH,China,288,0.5181,1,48.54,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HELLER,FDH-44,China,458,2.3344,2,354.41,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIMPSON,STM3900MA,Australia,463,2.4453,2,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,FISHER & PAYKEL,N308,New Zealand,565,1.3771,1,304,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,LG,GR-298SQF,China,485,1.936,1.5,305,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,PRIMA,PFF260,China,421,2.0987,2,267,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WSE6100WA,Australia,687,2.0171,2,606,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LEMAIR,RQ-55K,China,288,0.5177,1,48.5,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,NEC,NTM-306RWH,China,450,1.9961,1.5,281.7,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRS541NP,China,674,1.8428,1.5,539,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WRM4300S,Australia,380,1.5082,1.5,434,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WESTINGHOUSE,WRM4300W,Australia,380,1.5082,1.5,434,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SRS542HP,China,756,1.4067,1,540,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,NEC,SBS-645 / SBS-645P,"""Korea, Republic of""",710,2.0134,2,645,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,NEC,FR-080R,"""Korea, Republic of""",305,0.6297,1,80,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,HOMEMAKER,HMWB-120,China,270,1.4375,1,122,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,LG,GC-B196ACF,China,680,1.9477,1.5,581,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TGA UNLIMITED,BC-128,China,322,0.7007,1,118,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,FISHER & PAYKEL,RB90S (refrigerator),New Zealand,185,2.8564,2.5,123,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,FISHER & PAYKEL,RB90S (freezer),New Zealand,340,1.7,1.5,123,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,GVA,GVAF100,China,234,1.7879,1.5,100,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,LG,GC-L197STS,China,738,1.5673,1.5,567,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,SAMSUNG ELECTRONICS,SRS576DP,China,698,1.8113,1.5,576,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,SAMSUNG ELECTRONICS,SRS589ENP,China,687,1.9373,1.5,589,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TURBO LINE,BRF365,China,334,1.6697,1.5,338,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,HISENSE,GVAV72,China,277,1.6745,1.5,72,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-455UL-ST-A,Thailand,525,2.3132,2,454,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-455U-ST-A,Thailand,525,2.3132,2,454,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-455UL-W-A,Thailand,525,2.3132,2,454,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MR-455U-W-A,Thailand,525,2.3132,2,454,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MISTRAL,MURF90SS(H),China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,SMEG,SR600PRW,"""Korea, Republic of""",760,1.5828,1.5,603,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,LG,GR-349STQA,China,485,1.936,1.5,305,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LG,GR-391SCA,"""Korea, Republic of""",500,2.2308,2,392,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ARISTON,SD 350 (FE),China,387,1.1502,1,349.8,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,CONIA,CF220,China,358,2.0361,2,180.6,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TOSHIBA,GR-H55TA2,Thailand,552,2.5168,2.5,531.45,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ARISTON,UP 350 F (FE),China,535,1.3572,1,270,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,JENN-AIR,JCBJ-20***,United States,653,2.0634,2,594.5,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,Haier,HFV116,China,310,1.9591,1.5,116,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MAYTAG,MT1526PAKW / MT1526PAKS,"""Korea, Republic of""",470,2.6956,2.5,441,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,DAEWOO,DFT-405K*,"""Korea, Republic of""",495,2.3296,2,405,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,HELLER,FDH25,China,380,2.4773,2,254,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR328NW,Thailand,400,2.6987,2.5,328,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SAMSUNG ELECTRONICS,SR296NW,Thailand,404,2.4624,2,296,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,CONIA,CF243,China,403,1.9438,1.5,215,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GR-P257SVB,"""Korea, Republic of""",872,1.4496,1,716,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,TRUE
Refridgerator,LG,GR-B197NSS,"""Korea, Republic of""",680,1.9477,1.5,581,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GR-B197WSS,"""Korea, Republic of""",680,1.9477,1.5,581,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,EQE6007SA-NAU,Thailand,765,1.556,1.5,600,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,DEC,D220FF,China,350,2.5124,2.5,218,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TELMANN,TEL148G,China,272,2.8143,2.5,144,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,TELMANN,TEL208G,China,316,2.8321,2.5,202,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,CENTREX,CTF260,China,409,2.0371,2,236,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Haier,HOVF110,China,248,2.3358,2,85,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,TELMANN,HS-390CN(C),China,400,2.6377,2.5,294.6,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,LG,GN-422FS,Indonesia,506,2.3305,2,422,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Haier,HOBF66,China,280,0.6198,1,48,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,Haier,HFSS635S,China,650,2.271,2,624,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Haier,HFSS635RS,China,650,2.271,2,624,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,Haier,HFSS635RW,China,650,2.271,2,624,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,BOSCH,KAN56V40AU,"""Korea, Republic of""",630,2.3688,2,618,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BOSCH,KAN56V10AU,"""Korea, Republic of""",630,2.3688,2,618,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,FISHER & PAYKEL,E442B - Ice and Water,New Zealand,615,1.673,1.5,442,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TOSHIBA,GR-YG55DAA,Thailand,537,2.6222,2.5,532,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TOSHIBA,GR-Y55DA,Thailand,555,2.4961,2,532,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,NEC,NBR50RSS,China,288,0.5181,1,48.54,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,NEC,NBR50RWH,China,288,0.5181,1,48.54,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,GENERAL ELECTRIC,PIG23******,Mexico,864,1.3592,1,680,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,GENERAL ELECTRIC,PCG23******,Mexico,864,1.3592,1,680,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,GENERAL ELECTRIC,PCG23,Mexico,864,1.3592,1,680,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,TRUE
Refridgerator,HELLER,PPRH35,China,387,1.1502,1,353.7,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,WANBAO,WB-120D,China,270,1.4029,1,122,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,TURBO LINE,BRF55,China,280,0.6198,1,48,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,ELECTROLUX,EQE6007SB-NAU,Thailand,616,2.394,2,602,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,CONIA,CCF200,China,334,2.6021,2.5,203.4,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,CONIA,CF276B,China,488,1.743,1.5,278,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TOSHIBA,GR-RG58DAA,Thailand,549,2.6478,2.5,566.1,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WTM1800WC,China,341,2.2155,2,180,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,WESTINGHOUSE,WRM1300WC,China,285,1.2375,1,128,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,BMC,BBF115,China,320,0.7138,1,115,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Chill",,FALSE
Refridgerator,WESTINGHOUSE,FR91,China,238,2.5779,2.5,89.96,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,PYE,PF85,China,249,2.3356,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,TSUBA TECHNOLOGY,MF-305,China,390,2.561,2.5,269,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,TOSHIBA,GR-M41DA,Thailand,474,2.4107,2,381.61,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TOSHIBA,GR-R41DA,Thailand,484,2.3308,2,381.61,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,LG,GN-466FW,Indonesia,490,2.6499,2.5,466,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,WESTINGHOUSE,WCM2100WC,Australia,322,2.8307,2.5,210,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,HELLER,FDH21,China,352,2.2961,2,202.5,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TOSHIBA,GR-M32DA,Thailand,449,2.2326,2,321.17,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,FISHER & PAYKEL,RF610A,Australia,695,1.8783,1.5,614,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,LIEBHERR,IKP 2850,Germany,257,2.3749,2,265,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,SIGNATURE,SIG-300F,China,420,2.4861,2,300,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,HELLER,FRCH19,China,258,3.0361,3,145.7,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,HELLER,FRCH12,China,249,2.4964,2,95.6,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,PRIMA,PCF097,China,228,2.9019,2.5,100,Designation,Freezer,Configuration,Chest,Compartments,Freezer,,FALSE
Refridgerator,HOMEMAKER,HMRD-66WR4HAE/SPM,China,524,2.6178,2.5,527.8,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,HELLER,FRH-14 (Catalogue No. RS-17DC4HA),China,330,1.9219,1.5,131.4,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,HELLER,FDH-24 (Catalogue No. RD-24WR4HME),China,352,2.2961,2,202.5,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,TURBO 3000,BRF 193,China,403,1.6979,1.5,193,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TOSHIBA,GR-H41TA,Thailand,487,2.3074,2,381.61,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TOSHIBA,GR-H46TA,Thailand,484,2.5118,2.5,423.16,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TOSHIBA,GR-H37TA,Thailand,480,2.1605,2,358.32,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,TOSHIBA,GR-H32TA,Thailand,461,2.1317,2,321.17,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,HELLER,PPRH-32,China,333,1.2722,1,240.52,Designation,Refrigerator,Configuration,Upright,Compartments,Fresh Food,,FALSE
Refridgerator,TURBO LINE,BRF 193,China,403,1.6979,1.5,193,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,HELLER,FDH-28,China,412,2.041,2,239.16,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SIGNATURE,SBR-120,China,270,1.4348,1,122,Designation,Refrigerator,Configuration,Upright,Compartments,"Fresh Food,Ice making",,FALSE
Refridgerator,MAYTAG,MC2125PALW,"""Korea, Republic of""",670,2.1804,2,632,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MAYTAG,MC2125PALB,"""Korea, Republic of""",670,2.1804,2,632,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,MAYTAG,MC2125PALS,"""Korea, Republic of""",670,2.1804,2,632,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,HELLER,Model FDH-86 (Cat. No. BCD-272W),China,430,2.1914,2,286,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,BAUMATIC,BKZ110SS,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,BAUMATIC,BKZ110W,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,ELECTROLUX,ETM3900S,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,ETM3900W,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,N390S,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,ELECTROLUX,N390,Australia,454,2.5204,2.5,393,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Freezer,Fresh Food",,FALSE
Refridgerator,SHARP,SJ-F60PC-**,Thailand,765,1.5652,1.5,602,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SHARP,SJ-F60PS-**,Thailand,765,1.5652,1.5,602,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,SHARP,SJ-F60P*-**,Thailand,765,1.5652,1.5,602,Designation,Refrigerator/Freezer,Configuration,Side by Side,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,IDEAS,IFR85,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,IDEAS,PFR85,China,248,2.3358,2,85,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,NEC,NVF85RSS,China,265,2.0096,2,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,NEC,NVF85RWH,China,265,2.0096,2,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,NEC,NVF85R**,China,265,2.0096,2,80.88,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,PRIMA,PFF260S,China,421,2.0987,2,267,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,PRIMA,PFF260,China,421,2.0987,2,267,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MAYTAG,G32026PEKB,United States,738,1.5754,1.5,587.93,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MAYTAG,G32026P***,United States,738,1.5754,1.5,587.93,Designation,Refrigerator/Freezer,Configuration,Upright,Compartments,"Fresh Food,Freezer",,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MF-U160SL-ST-A,Thailand,436,1.1885,1,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
Refridgerator,MITSUBISHI ELECTRIC,MF-U160SL-W-A,Thailand,436,1.1885,1,160,Designation,Freezer,Configuration,Upright,Compartments,Freezer,,FALSE
