ApplStandard,Brand,Cap,CEC Cold,CEC_,Cold Prog,Cold Wat Cons,Combination,Conn_Mode,Country,delayStartMode,Depth,DetergentType,Height,Hot Wat Cons,internal_heater,Loading,MachineAction,Model No,N-Standard,New SRI,New Star,postProgenergy,powerConsMode,Prog Name,Sold_in,standbyPowerUsage,Submit_ID,SubmitStatus,Test Prog Time,Tot Wat Cons,Type,WEI,Width,ExpDate,GrandDate,Product Class
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,6.5,82,334,Cotton cold,81.0,,Cold,Italy,,630.0,Drum,850.0,0.0,,Front,Drum,EW880F,AS/NZS 2040.1:2005/Amdt 3:2010,3.23,3.0,,,60 C Economy Cotton,"Australia,New Zealand",,15114,Expired,164.0,81.0,Drum,0.68,600.0,2009-05-11,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,6,,300,"No 3, 40 C, 800 rpm",56.0,,Dual,Italy,,,,,13.0,,Front,Drum,WI 82,AS/NZS 2040.1:2005/Amdt 3:2010,3.228,3.0,,,"No 3, 40C, 800 rpm",Australia,,15277,Expired,92.0,69.0,Drum,0.719,,2009-05-12,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,7,,301,,61.7,,Dual,Italy,,,,,13.1,,Front,Drum,AVXL129,AS/NZS 2040.1:2005/Amdt 3:2010,3.65,3.5,,,"No 3, Cotton 40 C","Australia,New Zealand",,14279,Expired,101.0,74.8,Drum,0.651,,2008-12-18,,
AS/NZS 2040.2:2000 (Legacy),LG,10,,351,,114.18,True,Dual,"""Korea, Republic of""",,,Drum,,0.5,,Front,Drum,WD-1227RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.0674,4.0,,,Cotton 40,"Australia,New Zealand",,19135,Expired,132.0,114.68,Drum,0.65,,2010-01-20,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,6,,280,"No 3, Cotton 40 C",54.4,,Dual,Italy,,,,,11.4,,Front,Drum,AVL95,AS/NZS 2040.1:2005/Amdt 3:2010,3.356,3.0,,,"No 3, Cotton 40 C",Australia,,14697,Expired,93.0,65.9,Drum,0.731,,2009-02-25,,
AS/NZS 2040.2:2000 (Legacy),BENDIX,7,,454,,117.4,True,Dual,Italy,,,,,0.8,,Front,Drum,B1253X,AS/NZS 2040.1:2005/Amdt 3:2010,2.8173,2.5,,,"3,40Deg",Australia,,9650,Expired,183.0,118.0,Drum,0.58,,2007-07-15,,
AS/NZS 2040.2:2000 (Legacy),BENDIX,7,,454,,117.4,True,Dual,Italy,,,,,0.8,,Front,Drum,WD1264X,AS/NZS 2040.1:2005/Amdt 3:2010,2.8173,2.5,,,"3,40Deg",Australia,,9650,Expired,183.0,118.0,Drum,0.58,,2007-07-15,,
AS/NZS 2040.2:2000 (Legacy),ALLENZI,7,,265,,52.6,,Dual,Italy,,550.0,,850.0,7.2,,Front,Drum,AZW 1000,AS/NZS 2040.1:2005/Amdt 3:2010,3.9429,3.5,,,"2, 40o","Australia,New Zealand",,9476,Expired,104.0,60.0,Drum,0.64,600.0,2006-10-16,,
AS/NZS 2040.2:2000 (Legacy),AEG,6,,163,,73.0,,Dual,Germany,,600.0,,850.0,0.0,,Front,Drum,W1030,AS/NZS 2040.1:2005/Amdt 3:2010,4.52,4.5,,,Main Wash 35*C,,,4659,Expired,126.0,73.0,Drum,0.66,600.0,2006-05-27,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,7.5,78,696,"Super/Normal, Regular Wash Choice",152.0,,Dual,Australia,,,,,36.0,,Top,Agitator,22S750L,AS/NZS 2040.1:2005/Amdt 3:2010,1.81,1.5,,,"Super/Normal, Regular Wash Choice ","Australia,New Zealand",,13703,Expired,52.0,188.0,Non-Drum,0.69,,2008-10-23,,
AS/NZS 2040.2:2000 (Legacy),WHIRLPOOL,5.5,,307,Cottons 45 degrees celcius,70.8,,Cold,China,,580.0,Drum,845.0,0.5,,Front,Drum,WF665,AS/NZS 2040.1:2005/Amdt 3:2010,2.66489,2.5,,,Cottons 45 degrees celcius,"Australia,New Zealand",,13933,Expired,111.0,71.3,Drum,0.973,600.0,2008-11-30,,
AS/NZS 2040.2:2000 (Legacy),BOSCH,6.5,,200,,48.8,,Cold,Germany,,600.0,Drum,820.0,0.5,,Front,Drum,WFX2830AU,AS/NZS 2040.1:2005/Amdt 3:2010,4.5,4.5,,,Cotton 40C + Intensive 1400RPM,"Australia,New Zealand",,14869,Expired,100.0,49.3,Drum,0.562,600.0,2009-03-08,,
AS/NZS 2040.2:2000 (Legacy),MIELE,5.5,,186,,53.0,,Cold,Germany,,600.0,,850.0,0.5,,Front,Drum,W2104,AS/NZS 2040.1:2005/Amdt 3:2010,4.236,4.0,,,COTTONS 40C INTENSIVE,"Australia,New Zealand",,15228,Expired,119.0,53.53,Drum,0.6,600.0,2009-05-05,,
AS/NZS 2040.2:2000 (Legacy),LG,9,,316,,112.1,True,Dual,"""Korea, Republic of""",,,Drum,,0.5,,Front,Drum,WD-1290 RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.1267,4.0,,,"Cotton 40, 1200 rpm spin","Australia,New Zealand",,15281,Expired,161.0,113.0,Drum,0.62,,2009-05-17,,
AS/NZS 2040.2:2000 (Legacy),LG,7,,223,Cotton 40 deg C + intensive,48.4,True,Dual,"""Korea, Republic of""",,550.0,Drum,850.0,0.5,Yes on the warm wash program only,Front,Drum,WD-1435RD,AS/NZS 2040.1:2005/Amdt 3:2010,4.48,4.0,,,Cotton 40 deg C + intensive,"Australia,New Zealand",,22435,Expired,142.0,48.9,Drum,0.538,600.0,2010-10-25,,
AS/NZS 2040.2:2000 (Legacy),FISHER & PAYKEL,8,64,312,,94.0,,Dual,New Zealand,,650.0,,925.0,14.0,,Top,Agitator,IW810,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,,,Default Warm/Cold,,,4511,Expired,52.0,109.0,Non-Drum,0.66,650.0,2005-08-22,,
AS/NZS 2040.2:2000 (Legacy),FISHER & PAYKEL,8,64,312,,94.0,,Dual,New Zealand,,650.0,,925.0,14.0,,Top,Agitator,IWL10,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,,,Default Warm/Cold,,,4511,Expired,52.0,109.0,Non-Drum,0.66,650.0,2005-08-22,,
AS/NZS 2040.2:2000 (Legacy),NEC,8,87,702,Fuzzy cold,209.2,,Dual,"""Korea, Republic of""",,670.0,,1070.0,37.2,,Top,Impeller,NW-81R,AS/NZS 2040.1:2005/Amdt 3:2010,1.855,1.5,,,Fuzzy warm,"Australia,New Zealand",,13072,Expired,97.0,246.0,Non-Drum,0.79,630.0,2008-08-10,,
AS/NZS 2040.2:2000 (Legacy),NEC,8,87,702,Fuzzy cold,209.2,,Dual,"""Korea, Republic of""",,670.0,,1070.0,37.2,,Top,Impeller,NW-892,AS/NZS 2040.1:2005/Amdt 3:2010,1.855,1.5,,,Fuzzy warm,"Australia,New Zealand",,13072,Expired,97.0,246.0,Non-Drum,0.79,630.0,2008-08-10,,
AS/NZS 2040.2:2000 (Legacy),NEC,8,87,702,Fuzzy cold,209.2,,Dual,"""Korea, Republic of""",,670.0,,1070.0,37.2,,Top,Impeller,NW-803,AS/NZS 2040.1:2005/Amdt 3:2010,1.855,1.5,,,Fuzzy warm,"Australia,New Zealand",,13072,Expired,97.0,246.0,Non-Drum,0.79,630.0,2008-08-10,,
AS/NZS 2040.2:2000 (Legacy),CONIA,8.5,119,825,Normal,138.8,,Cold,China,,,Non Drum,,41.1,,Top,Agitator,CWM8501T,AS/NZS 2040.1:2005/Amdt 3:2010,1.61,1.5,,,Normal,"Australia,New Zealand",,16007,Expired,100.0,180.9,Non-Drum,1.03,,2009-07-20,,
AS/NZS 2040.2:2000 (Legacy),MISTRAL,5,,273,normal-standard,80.7,,Dual,China,,,Drum,,0.5,,Front,Drum,MFLW5,AS/NZS 2040.1:2005/Amdt 3:2010,3.1271,3.0,,,warm wash,"Australia,New Zealand",,20022,Expired,99.99,81.2,Drum,0.654,,2010-03-31,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,8,116,684,Maxi Eco,73.0,,Dual,Australia,,,Non Drum,,34.0,,Top,Agitator,LT809S,AS/NZS 2040.1:2005/Amdt 3:2010,2.042,2.0,,,Maxi Eco,"Australia,New Zealand",,12972,Expired,59.0,107.0,Non-Drum,0.67,,2008-07-22,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,5.5,68,462,Maxi,97.0,,Dual,Australia,,,,,23.0,,Top,Agitator,550MD,AS/NZS 2040.1:2005/Amdt 3:2010,2.01,2.0,,,Maxi,"Australia,New Zealand",,11840,Expired,44.0,120.0,Non-Drum,0.74,,2008-04-03,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,5,64,480,,94.0,,Dual,Australia,,,,,24.0,,Top,Agitator,500MD,AS/NZS 2040.1:2005/Amdt 3:2010,1.71,1.5,,,Maxi,"Australia,New Zealand",,11836,Expired,44.0,118.0,Non-Drum,0.71,,2008-04-03,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,6,102,496,Maxi Eco,60.1,,Dual,Australia,,,Non Drum,,22.9,,Top,Agitator,LT609S,AS/NZS 2040.1:2005/Amdt 3:2010,2.061,2.0,,,Maxi Eco,"Australia,New Zealand",,12970,Expired,56.0,83.0,Non-Drum,0.73,,2008-07-22,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,6,133,327,Normal cold wash cotton,57.0,True,Dual,Italy,,,Drum,,11.7,Yes on the warm wash program only,Front,Drum,WIDL 106.,AS/NZS 2040.1:2005/Amdt 3:2010,3.2012,3.0,,,"No 2, 40 Deg C.","Australia,New Zealand",,22706,Expired,122.1,68.7,Drum,0.604,,2010-10-11,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,7,,301,,61.4,,Dual,Italy,,,,,12.0,,Front,Drum,AVD 149,AS/NZS 2040.1:2005/Amdt 3:2010,3.79,3.5,,,"No 3, Cotton 40 C","Australia,New Zealand",,14282,Expired,100.0,73.4,Drum,0.57,,2008-12-18,,
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,6.5,82,334,Cotton cold,81.0,,Cold,Thailand,,630.0,Drum,850.0,0.0,,Front,Drum,EWF1080,AS/NZS 2040.1:2005/Amdt 3:2010,3.31,3.0,,,60 C Economy Cotton,"Australia,New Zealand",,19770,Expired,160.0,81.0,Drum,0.62,600.0,2010-03-13,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,6,,327,"No 2, 40 deg C.",57.0,True,Dual,Italy,,,Drum,,11.7,Yes on the warm wash program only,Front,Drum,AML 125,AS/NZS 2040.1:2005/Amdt 3:2010,3.2012,3.0,,,-,"Australia,New Zealand",,22265,Expired,122.1,68.7,Drum,0.604,,2010-09-05,,
AS/NZS 2040.2:2000 (Legacy),ZANUSSI,6.5,88,322,Cotton cold wash,70.6,,Cold,Italy,,,,,0.0,,Front,Drum,FE1200,AS/NZS 2040.1:2005/Amdt 3:2010,3.44,3.0,,,60 C cotton,"Australia,New Zealand",,11557,Expired,137.0,70.6,Drum,0.59,,2008-01-13,,
AS/NZS 2040.2:2000 (Legacy),ZANUSSI,6.5,70,323,Cotton cold wash,70.9,,Dual,Italy,,,,,7.9,,Front,Drum,F1000,AS/NZS 2040.1:2005/Amdt 3:2010,3.412,3.0,,,60 C cotton,"Australia,New Zealand",,11555,Expired,133.0,79.0,Drum,0.6,,2008-01-13,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,7.5,83,688,Maxi,149.0,,Dual,Australia,,,,,35.0,,Top,Agitator,750LD,AS/NZS 2040.1:2005/Amdt 3:2010,1.84,1.5,,,Maxi,"Australia,New Zealand",,12514,Expired,58.0,185.0,Non-Drum,0.68,,2008-05-25,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,7,82,350,Cotton Cold,51.0,,Cold,Thailand,,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,45S708E,AS/NZS 2040.1:2005/Amdt 3:2010,3.31,3.0,,,Cotton 60  E,"Australia,New Zealand",,22972,Expired,160.0,51.0,Drum,0.67,,2010-10-26,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,5.5,77,350,Cotton Cold,56.9,False,Cold,Thailand,,,Drum,,0.6,Yes on the warm wash program only,Front,Drum,45S557E,AS/NZS 2040.1:2005/Amdt 3:2010,2.5,2.5,,,Cotton 60 E,"Australia,New Zealand",,22974,Expired,127.0,57.5,Drum,0.88,,2010-10-26,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,6.5,,304,-,57.0,,Dual,Italy,,,Drum,,13.0,Yes on the warm wash program only,Front,Drum,WIL82,AS/NZS 2040.1:2005/Amdt 3:2010,3.3395,3.0,,,"No 3, 40 deg C, 800 rpm","Australia,New Zealand",,22274,Expired,92.0,70.0,Drum,0.739,,2010-09-05,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,6,,300,-,54.0,,Dual,Italy,,,Drum,,13.5,Yes on the warm wash program only,Front,Drum,WIL62,AS/NZS 2040.1:2005/Amdt 3:2010,3.0644,3.0,,,"No 3, 40 deg C","Australia,New Zealand",,22272,Expired,90.0,67.5,Drum,0.835,,2010-09-05,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,6,67,485,Maxi,95.0,,Dual,Australia,,,,,24.0,,Top,Agitator,600ME,AS/NZS 2040.1:2005/Amdt 3:2010,2.09,2.0,,,Maxi,"Australia,New Zealand",,18878,Expired,44.0,120.0,Non-Drum,0.75,,2010-01-05,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,8,80,663,"Maxi,Heavy Soil,High Level, Eco",72.4,,Dual,Australia,,,Non Drum,,34.4,,Top,Agitator,LT819SA,AS/NZS 2040.1:2005/Amdt 3:2010,2.132,2.0,,,"Maxi,Heavy Soil,High Level, Eco","Australia,New Zealand",,20258,Expired,75.0,106.8,Non-Drum,0.65,,2010-04-25,,
AS/NZS 2040.2:2000 (Legacy),TELMANN,7,60,1095,"No 3,  60C, 1000RPM",127.4,,Dual,China,,,Non Drum,,61.1,,Top,Agitator,MTLW7B,AS/NZS 2040.1:2005/Amdt 3:2010,0.2,1.0,,,Soak Wash/Hot,"Australia,New Zealand",,20090,Expired,74.0,188.4,Non-Drum,0.952,,2010-04-11,,
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,6.5,82,334,Cotton cold,81.0,,Cold,Thailand,,630.0,Drum,850.0,0.0,,Front,Drum,EWF880,AS/NZS 2040.1:2005/Amdt 3:2010,3.23,3.0,,,60 C Economy Cotton,"Australia,New Zealand",,19771,Expired,164.0,81.0,Drum,0.68,600.0,2010-03-13,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,5,64,480,Maxi,94.0,,Dual,Australia,,,,,24.0,,Top,Agitator,500ME,AS/NZS 2040.1:2005/Amdt 3:2010,1.71,1.5,,,Maxi,"Australia,New Zealand",,18879,Expired,44.0,118.0,Non-Drum,0.71,,2010-01-05,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,7.5,83,688,Maxi,149.0,,Dual,Australia,,,,,35.0,,Top,Agitator,750LC,AS/NZS 2040.1:2005/Amdt 3:2010,1.84,1.5,,,Maxi,,,4714,Expired,58.0,185.0,Non-Drum,0.68,,2007-01-31,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,7,80,696,Maxi,152.0,,Dual,Australia,,,,,35.0,,Top,Agitator,700LC,AS/NZS 2040.1:2005/Amdt 3:2010,1.59,1.5,,,Maxi,,,4713,Expired,58.0,188.0,Non-Drum,0.74,,2007-01-31,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,6.5,92,797,Maxi,132.4,,Dual,Brazil,,,,,42.5,,Top,Agitator,22P655K,AS/NZS 2040.1:2005/Amdt 3:2010,0.94,1.0,,,Maxi,"Australia,New Zealand",,11732,Expired,66.0,174.9,Non-Drum,0.88,,2008-02-17,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,7,103,327,,64.0,,Dual,Italy,,,,,13.3,,Front,Drum,AVXD 109,AS/NZS 2040.1:2005/Amdt 3:2010,3.3,3.0,,,"No 3, Cotton 40 C","Australia,New Zealand",,14281,Expired,108.0,77.3,Drum,0.766,,2008-12-18,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,6,,300,-,54.0,,Dual,Italy,,,Drum,,13.5,,Front,Drum,WI62,AS/NZS 2040.1:2005/Amdt 3:2010,3.0644,3.0,,,"No 3, 40 deg C","Australia,New Zealand",,16220,Expired,90.0,67.5,Drum,0.835,,2009-08-09,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,6,102,496,"Heavy/Normal,Regular wash choice, Eco",60.0,,Dual,Australia,,,Non Drum,,23.0,,Top,Agitator,36S605L,AS/NZS 2040.1:2005/Amdt 3:2010,2.061,2.0,,,"Heavy/Normal,Regular wash choice, Eco","Australia,New Zealand",,14354,Expired,62.0,83.0,Non-Drum,0.73,,2009-01-14,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,9,129,765,"Maxi, Eco, Heavy soil",86.5,,Dual,Australia,,,Non Drum,,37.8,,Top,Agitator,LT908SA,AS/NZS 2040.1:2005/Amdt 3:2010,2.038,2.0,,,"Maxi, Eco, Heavy soil","Australia,New Zealand",,14366,Expired,69.0,124.0,Non-Drum,0.68,,2009-01-14,,
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,6.5,82,334,Cotton cold,81.0,,Cold,Italy,,630.0,Drum,850.0,0.0,,Front,Drum,EW1080F,AS/NZS 2040.1:2005/Amdt 3:2010,3.31,3.0,,,60 C Economy Cotton,"Australia,New Zealand",,15117,Expired,160.0,81.0,Drum,0.62,600.0,2009-05-11,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,7.5,113,649,"Maxi, Eco, Heavy soil ",70.6,,Dual,Australia,,,Non Drum,,31.6,,Top,Agitator,LT758SA,AS/NZS 2040.1:2005/Amdt 3:2010,2.008,2.0,,,"Maxi, Eco, Heavy soil","Australia,New Zealand",,14367,Expired,71.0,102.0,Non-Drum,0.67,,2009-01-14,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,5,58,319,60 C Cotton,60.1,,Dual,Italy,,,,,8.0,,Front,Drum,45S508D,AS/NZS 2040.1:2005/Amdt 3:2010,2.77,2.5,,,60 C Cotton,"Australia,New Zealand",,10815,Expired,125.0,68.1,Drum,0.65,,2007-10-15,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,9.5,129,804,"Heavy/Normal, Regular wash choice, Eco",89.5,,Dual,Australia,,,Non Drum,,40.3,,Top,Agitator,22S950L,AS/NZS 2040.1:2005/Amdt 3:2010,2.032,2.0,,,"Heavy/Normal, Regular wash choice, Eco","Australia,New Zealand",,14363,Expired,69.0,129.8,Non-Drum,0.7,,2009-01-14,,
AS/NZS 2040.2:2000 (Legacy),ELECTROLUX,5,66,261,Cotton cold wash,53.9,,Cold,Italy,,,,,0.0,,Front,Drum,EW1050F,AS/NZS 2040.1:2005/Amdt 3:2010,3.331,3.0,,,60 C Cotton,"Australia,New Zealand",,10811,Expired,116.0,53.9,Drum,0.59,,2007-10-15,,
AS/NZS 2040.2:2000 (Legacy),WESTINGHOUSE,6.5,82,334,Cotton Cold,81.0,,Cold,Italy,,570.0,Drum,850.0,0.0,,Front,Drum,LF651D,AS/NZS 2040.1:2005/Amdt 3:2010,3.31,3.0,,,60 C Economy Cotton,"Australia,New Zealand",,15973,Expired,160.0,81.0,Drum,0.62,600.0,2009-07-19,,
AS/NZS 2040.2:2000 (Legacy),INDESIT,6.5,,304,"No 3, 40 C, 800 rpm",56.9,,Dual,Italy,,,,,12.9,,Front,Drum,WI 82,AS/NZS 2040.1:2005/Amdt 3:2010,3.339,3.0,,,"No 3 40C, 800 rpm","Australia,New Zealand",,15824,Expired,92.0,69.9,Drum,0.739,,2009-06-28,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,7.5,,312,"No 3, 40 C, 1000 rpm",62.7,,Dual,Italy,,,,,12.8,,Front,Drum,AVXD 109,AS/NZS 2040.1:2005/Amdt 3:2010,3.676,3.5,,,"No 3, 40C, 1000 rpm",Australia,,15274,Expired,105.0,75.5,Drum,0.678,,2009-05-12,,
AS/NZS 2040.2:2000 (Legacy),ARISTON,5.5,,314,"No 2, Cotton 40 C",71.3,,Dual,Italy,,,,,0.5,,Front,Drum,AV 61,AS/NZS 2040.1:2005/Amdt 3:2010,2.666,2.5,,,"No 2, Cotton 40 C",Australia,,15273,Expired,138.0,71.8,Drum,0.934,,2009-05-12,,
AS/NZS 2040.2:2000 (Legacy),HOOVER,7,80,696,Maxi,152.0,,Dual,Australia,,,,,35.0,,Top,Agitator,700LD,AS/NZS 2040.1:2005/Amdt 3:2010,1.59,1.5,,,Maxi,"Australia,New Zealand",,12509,Expired,58.0,188.0,Non-Drum,0.74,,2008-05-25,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,4.5,65,457,Heavy/Normal,92.0,,Dual,Australia,,,,,22.0,,Top,Agitator,36P450L,AS/NZS 2040.1:2005/Amdt 3:2010,1.52,1.5,,,Heavy/Normal,"Australia,New Zealand",,14344,Expired,50.0,114.0,Non-Drum,0.76,,2009-01-14,,
AS/NZS 2040.2:2000 (Legacy),SIMPSON,4.5,65,457,"Super/Normal, Regular Wash Choice",92.0,,Dual,Australia,,,,,22.0,,Top,Agitator,36P450L,AS/NZS 2040.1:2005/Amdt 3:2010,1.52,1.5,,,"Super/Normal, Regular Wash Choice","Australia,New Zealand",,13464,Expired,44.0,114.0,Non-Drum,0.76,,2008-10-23,,
AS/NZS 2040.2:2000 (Legacy),CANDY,5,,654,,62.3,True,Dual,Italy,,,Drum,,0.5,,Front,Drum,CB 103 TR,AS/NZS 2040.1:2005/Amdt 3:2010,0.9468,1.0,,,"Program 1, Temp  90 C",New Zealand,,21310,Approved,124.0,62.8,Drum,0.64,,,,
AS/NZS 2040.2:2005,ASKO,6,,210,,56.0,False,Cold,Sweden,True,595.0,Drum,850.0,1.5,Yes on the warm wash program only,Front,Drum,W6863,AS/NZS 2040.1:2005/Amdt 3:2010,4.31,4.0,0.0,1.36,Normal 40c,Australia,0.13,39626,Approved,140.0,58.0,Drum,0.53,595.0,2013-12-07,,
AS/NZS 2040.2:2005,Galanz,7,62,257,Cotton 'snowflake symbol',53.81,False,Dual,China,True,830.0,Drum,570.0,3.01,Yes on the warm wash program only,Front,Drum,XQG70-A210PE,AS/NZS 2040.1:2005/Amdt 3:2010,4.02,4.0,0.0,0.0,Cotton 60,Australia,1.1,57240,Approved,211.8,56.82,Drum,0.6298,600.0,2016-07-04,,
AS/NZS 2040.2:2005,SAMSUNG,5.5,56,758,,119.1,False,Dual,Thailand,True,,,,40.7,No,Top,Agitator,SW56APP,AS/NZS 2040.1:2005/Amdt 3:2010,0.6914,1.0,0.0,2.248,"Sensor, high water level, warm water temperature","Australia,New Zealand",2.689,27594,Expired,60.0,159.8,Non-Drum,0.807,,2011-08-29,,
AS/NZS 2040.2:2005,SANYO,6,89,551,,109.7,False,Dual,China,False,575.0,Non Drum,895.0,26.5,No,Top,Impeller,ASW-90WRTP,AS/NZS 2040.1:2005/Amdt 3:2010,1.733267,1.5,0.0,0.0,Normal Hot Wash,"Australia,New Zealand",0.0,27126,Expired,80.0,136.2,Non-Drum,0.802,560.0,2011-09-07,,
AS/NZS 2040.2:2005,TURBO LINE,6,89,551,"Normal, Water level 8, Warm Temp.",110.45,False,Dual,China,False,,Non Drum,,27.25,No,Top,Impeller,BRWM6,AS/NZS 2040.1:2005/Amdt 3:2010,1.733267,1.5,0.0,1.06,"Normal, Water level 8, Warm Temp.","Australia,New Zealand",1.04,33283,Expired,81.0,137.7,Non-Drum,0.802,,2012-03-06,,
AS/NZS 2040.2:2005,CANDY,8,,272,,77.9,False,Cold,Italy,True,,Drum,,0.0,Yes on the warm wash program only,Front,Drum,GO 1282 D/1-04S,AS/NZS 2040.1:2005/Amdt 3:2010,4.1633,4.0,0.0,1.3,Cotton 40 Maximum Soiling,"Australia,New Zealand",0.17,47002,Approved,172.0,77.9,Drum,0.63167,,2015-01-26,,
AS/NZS 2040.2:2005,WESTINGHOUSE,6,102,496,"Maxi, Eco, Heavy soil",60.1,,Dual,Australia,,,Non Drum,,22.9,,Top,Agitator,LT609SA,AS/NZS 2040.1:2005/Amdt 3:2010,2.061,2.0,,,"Maxi, Eco, Heavy soil","Australia,New Zealand",,14365,Expired,62.0,83.0,Non-Drum,0.73,,2009-01-15,,
AS/NZS 2040.2:2005,WESTINGHOUSE,6,102,496,"Maxi, Eco, Heavy soil",60.1,,Dual,Australia,,,Non Drum,,22.9,,Top,Agitator,LT608SA,AS/NZS 2040.1:2005/Amdt 3:2010,2.061,2.0,,,"Maxi, Eco, Heavy soil","Australia,New Zealand",,14365,Expired,62.0,83.0,Non-Drum,0.73,,2009-01-15,,
AS/NZS 2040.2:2005,WESTINGHOUSE,8,101,695,"Normal Maxi, Heavy soil, high level, Eco",71.5,False,Dual,Australia,True,,Non Drum,,34.8,No,Top,Agitator,LT819SA,AS/NZS 2040.1:2005/Amdt 3:2010,2.044,2.0,0.0,3.08,"Normal Maxi, Heavy soil, high level, Eco","Australia,Fiji,New Zealand",0.055,27162,Expired,65.0,106.3,Non-Drum,0.62,,2011-05-31,,
AS/NZS 2040.2:2005,SIMPSON,9.5,79,537,"Normal/heavy, Regular Wash Choice, Eco, EX-High water level",70.3,False,Dual,"Australia,Thailand",False,,Drum,,27.3,No,Top,Agitator,SWT955SA,AS/NZS 2040.1:2005/Amdt 3:2010,3.02,3.0,0.0,3.62,"Normal/Heavy, Regular Wash Choice, Eco, EH-High water level","Australia,Fiji,New Zealand",0.0,37446,Expired,74.0,97.6,Non-Drum,0.68,,2013-01-29,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,6.5,62,554,,63.0,False,Dual,New Zealand,True,,Non Drum,,28.0,No,Top,Agitator,GW612,AS/NZS 2040.1:2005/Amdt 3:2010,2.05987,2.0,0.001,1.2,"Regular, Auto, Warm/Cold, Eco","Australia,New Zealand",0.0,26336,Approved,45.0,91.0,Non-Drum,0.65,,,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,55,464,,49.0,False,Dual,New Zealand,True,,Non Drum,,24.0,No,Top,Agitator,MW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.07383,2.0,0.001,1.2,"Regular, High, Warm, Eco","Australia,New Zealand",0.0,26340,Approved,45.0,73.0,Non-Drum,0.67,,,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,7,68,284,,79.0,False,Dual,New Zealand,True,,Non Drum,,12.0,No,Top,Agitator,IW712,AS/NZS 2040.1:2005/Amdt 3:2010,3.77428,3.5,0.001,1.3,"Default, Cold/Warm, Eco (Save Water++)","Australia,New Zealand",0.0,26344,Approved,47.0,92.0,Non-Drum,0.65,,,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,5.5,46,474,,49.0,False,Dual,New Zealand,True,,Non Drum,,25.0,No,Top,Agitator,IW512,AS/NZS 2040.1:2005/Amdt 3:2010,2.04315,2.0,0.001,1.2,"Default,Cold/Warm, Eco(Save Water++)",New Zealand,0.0,26686,Approved,42.0,74.0,Non-Drum,0.64,,,,
AS/NZS 2040.2:2005,FISHER & PAYKEL,8,65,321,,67.02,False,Dual,New Zealand,True,,Drum,,14.66,No,Top,Agitator,WL80T65CW1,AS/NZS 2040.1:2005/Amdt 3:2010,3.83,3.5,0.001,1.4,"Regular, High efficiency, Warm/Cold.","Australia,New Zealand",0.0,30348,Approved,55.0,81.69,Non-Drum,0.63,,,,
