"","Brand","Model_No","Country","C.Power_Inp_Rated","sri2010_cool","Star2010_Cool","C.Dehumid_Rated","Configuration1","Configuration2","Type"
"9344","ELFA","ACF-09H","China",0.75,2.5058,2.5,0.34,"Non Ducted","Single Split System","Reverse Cycle"
"9345","ELFA","ACF-21H","China",1.94,2.0514,2,1.35,"Non Ducted","Single Split System","Reverse Cycle"
"9346","SAMSUNG ELECTRONICS","NS105HHXEA/RC105DHXEA","China",3.44,1.4154,1,0.5,"Ducted","Single Split System","Reverse Cycle"
"9352","DELONGHI","DEINV52AUP","China",1.63,1.5726,1.5,1.4,"Non Ducted","Single Split System","Reverse Cycle"
"9353","DAIKIN","FTN50H / RN50H","Thailand",1.65,1.9734,1.5,0.83,"Non Ducted","Single Split System","Cooling Only"
"9354","DELONGHI","DEINV27AUP","China",0.74,2.4552,2,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"9355","DELONGHI","DECON35AUP","China",1,2.2786,2,0.96,"Non Ducted","Single Split System","Reverse Cycle"
"9356","DELONGHI","DECON28AUP","China",0.8,2.26,2,0.75,"Non Ducted","Single Split System","Reverse Cycle"
"9372","Proma","PRO-25IN09","China",1.6,1.6,1.5,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"9379","ECLIPSE","ESC-28HRDN1","China",2.46,2.1304,2,2.1,"Non Ducted","Single Split System","Reverse Cycle"
"9380","COOL OR COSY","COCX28HRN1","China",2.46,2.0184,2,1.77,"Non Ducted","Single Split System","Reverse Cycle"
"9381","COOL OR COSY","COCI22HRDN1","China",1.85,2.0224,2,1.65,"Non Ducted","Single Split System","Reverse Cycle"
"9382","COOL OR COSY","COCI12HRDN1","China",0.88,3.0606,3,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"9383","COOL OR COSY","COCI09HRDN1","China",0.69,3.0226,3,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"9384","MITSUBISHI ELECTRIC","SLZ-KA50VAL/SUZ-KA50VA2","Thailand",1.53,1.4212,1,1.47,"Non Ducted","Single Split System","Reverse Cycle"
"9389","MITSUBISHI ELECTRIC","SLZ-KA50VA/SUZ-KA50VA2","Thailand",1.53,1.4204,1,1.47,"Non Ducted","Single Split System","Reverse Cycle"
"9390","MITSUBISHI ELECTRIC","SLZ-KA35VA/SUZ-KA35VA2","Thailand",1.04,2.0948,2,0.81,"Non Ducted","Single Split System","Reverse Cycle"
"9391","MITSUBISHI ELECTRIC","SLZ-KA35VAL/SUZ-KA35VA2","Thailand",1.04,2.111,2,0.81,"Non Ducted","Single Split System","Reverse Cycle"
"9405","MIDEA","MWF-16CMN1-QC1","China",1.43,1.987,1.5,1.37,"Non Ducted","Window Wall","Cooling Only"
"9406","MIDEA","MWF-09CMN1-QC1","China",0.87,2.04,2,0.8,"Non Ducted","Window Wall","Cooling Only"
"9407","MIDEA","MWF-12HMN1-QC1","China",1.15,2.034,2,0.64,"Non Ducted","Window Wall","Reverse Cycle"
"9408","MIDEA","MWF-18CMN1-QC1","China",1.59,2.021,2,1.3,"Non Ducted","Window Wall","Cooling Only"
"9409","MIDEA","MSC-09HRDN1-QC8G","China",0.69,3.0226,3,0.6,"Non Ducted","Single Split System","Reverse Cycle"
"9410","MIDEA","MSC-18HRDN1-QC2G","China",1.54,2.0124,2,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"9411","ONSEN","H18SF","China",1.65,1.5414,1.5,1.1,"Non Ducted","Single Split System","Reverse Cycle"
"9413","MIDEA","MSE-28HRN1-QC2GPW","China",2.46,2.0184,2,1.77,"Non Ducted","Single Split System","Reverse Cycle"
"9414","MIDEA","MSC-24HRN1-QC2GPW","China",2.15,2.0266,2,1.67,"Non Ducted","Single Split System","Reverse Cycle"
"9415","MIDEA","MSC-21HRN1-QC2GPW","China",1.94,2.0514,2,1.35,"Non Ducted","Single Split System","Reverse Cycle"
"9416","MIDEA","MSG-24HRN1-QC2GP","China",2.2,2.0376,2,1.71,"Non Ducted","Single Split System","Reverse Cycle"
"9418","MIDEA","MSG-12HRN1-QC7G","China",0.92,2.7094,2.5,0.34,"Non Ducted","Single Split System","Reverse Cycle"
"9429","DAIKIN","FTN35KA / RN35KA","Thailand",0.99,2.6808,2.5,0.78,"Non Ducted","Single Split System","Cooling Only"
"9430","Panasonic","CS_CU-RE24LKR","Malaysia",2.33,1.5496,1.5,2.22,"Non Ducted","Single Split System","Reverse Cycle"
"9431","Panasonic","CS_CU-RE18LKR","Malaysia",1.49,2.0544,2,1.06,"Non Ducted","Single Split System","Reverse Cycle"
"9432","SAMSUNG ELECTRONICS","AQV12UWLN/AQV12UWLX","Thailand",0.92,3.0926,3,0.5,"Non Ducted","Single Split System","Reverse Cycle"
"9433","Panasonic","CS_CU-E9LKR","Malaysia",0.58,3.541,3.5,0.13,"Non Ducted","Single Split System","Reverse Cycle"
"9434","SAMSUNG ELECTRONICS","ASV24UWMN/ASV24UWMX","Thailand",2.25,1.6156,1.5,2,"Non Ducted","Single Split System","Cooling Only"
"9435","SAMSUNG ELECTRONICS","ASV24UWLN/ASV24UWLX","Thailand",2.25,1.6156,1.5,2,"Non Ducted","Single Split System","Cooling Only"
"9436","MIDEA","MSX12M3","China",0.93,3.0094,3,0.92,"Non Ducted","Single Split System","Reverse Cycle"
"9437","MIDEA","MSKF09M3","China",0.76,2.8784,2.5,0.35,"Non Ducted","Single Split System","Reverse Cycle"
"9438","MIDEA","MSG-28HRN1-QC2GPW","China",2.46,2.1138,2,1.76,"Non Ducted","Single Split System","Reverse Cycle"
"9439","MIDEA","MSG-24CRN1-QC2GP","China",2.2,2.1094,2,1.81,"Non Ducted","Single Split System","Cooling Only"
"9440","MDV","MSC-28HRDN1-QC2","China",2.46,2.1304,2,2.1,"Non Ducted","Single Split System","Reverse Cycle"
"9441","SAIR","SFC-18","China",1.57,1.4948,1,1.03,"Non Ducted","Single Split System","Reverse Cycle"
"9447","ONSEN","OAF67","China",1.95,2.2254,2,1.578,"Non Ducted","Single Split System","Reverse Cycle"
"9450","DAEWOO","DSB-F125LHM-DV","China",0.88,3.0606,3,0.7,"Non Ducted","Single Split System","Reverse Cycle"
"9476","DAIKIN","FTXS35G / RXS35EB","Thailand,Japan",1.01,1.6178,1.5,1,"Non Ducted","Single Split System","Reverse Cycle"
"9477","DAIKIN","FTXS25J2 / RXS25J","Czech Republic,Thailand",0.58,3.182,3,0.3,"Non Ducted","Single Split System","Reverse Cycle"
"9498","YORK","YHUEE21C5R-III","China",1.87,1.9542,1.5,1.25,"Non Ducted","Window Wall","Reverse Cycle"
"9499","YORK","YHUEE18C5R-III","China",1.59,1.9444,1.5,1.2,"Non Ducted","Window Wall","Reverse Cycle"
"9500","YORK","YHUEE16C5R-III","China",1.46,1.9464,1.5,1.15,"Non Ducted","Window Wall","Reverse Cycle"
"9501","YORK","YHUEE12C5R-III","China",1.15,1.9084,1.5,0.65,"Non Ducted","Window Wall","Reverse Cycle"
