Appliance,Brand,Model.No,CEC,SRI,Star,Cap,Normalised cap,Durability,Cost,Total Defence
Television,SENZU,5500SE-X101,501,6.217,6,138.14,3,3,11.01,
Television,SAMSUNG ELECTRONICS,PS43D450A2M,385,5.573,5.5,109.3,2.5,3,9.35,
Television,TCL,L32M9HD,260,4.946,4.5,80,1.5,3,7.1,
Television,TCL,L26M9HD,213,4.527,4.5,66.1,1.5,3,6.63,
Television,TEAC,LE5588FHD,649,5.126,5,138.78,3,3,11.49,
Television,TOSHIBA,52XV600A,730,4.203,4,132.1,2.5,3,11.3,
Television,SONIQ,QSL322TV12,351,3.601,3.5,81.28,1.5,3,7.01,
Television,DGTEC,DG-FHD32LCD,276,4.688,4.5,81.28,1.5,3,7.26,
Television,KOGAN,KGNFHDLED32VAA,311,4.153,4,80.13,1.5,3,7.11,
Television,RANK ARENA,SV-32H1FHD1A,342,3.725,3.5,80,1.5,3,6.92,
Television,ALLURE,AL-19LCDVD,140,4.695,4.5,48.26,1,3,5.9,
Television,Haier,22T32,180,4.387,4,54.6,1,3,5.8,
Television,SONIQ,QSP426T,760,2.381,2,106.68,2,3,9.6,
Television,SENZU,LD1910,172,3.78,3.5,48,1,3,5.22,
Television,NEONIQ,LCF23F8,197,4.248,4,60.96,1.5,3,5.97,
Television,PRIMA,LCD2111DVD,169,4.409,4,54.864,1,3,5.69,
Television,VUE,VUE3701FHD,532,2.922,2.5,94,2,3,7.82,
Television,Palsonic,TFTV323FHD,378,3.278,3,80,1.5,3,6.78,
Television,Palsonic,5116PF,169,4.311,4,51,1,3,5.69,
Television,Palsonic,TFTV382HD,79,6.214,6,38,1,3,6.79,
Television,TOSHIBA,32LV800AZ,227,5.554,5.5,81,1.5,3,7.77,
Television,TOSHIBA,32LV800A,227,5.554,5.5,81,1.5,3,7.77,
Television,Telefunken,TEL22F3,179,4.151,4,54,1,3,5.79,
Television,NEONIQ,LCH2292D,179,4.151,4,55.88,1,3,5.79,
Television,GVA,G22FHDLCDD1,147,5.026,5,54.864,1,3,6.47,
Television,Panasonic,TH-L42S10A,515,4.042,4,106,2,3,9.15,
Television,Sony,KDL-32NX650,180,6.602569111,6,80.103,1.5,3,7.8,
Television,TEAC,LCD2639HD,290,3.147994149,3,66.087,1.5,3,5.9,
Television,SAMSUNG ELECTRONICS,UA32D6000SN,180,6.603,6,80.1,1.5,3,7.8,
Television,ONIX,LE22QS98,136,5.376,5,54.7,1,3,6.36,
Television,GVA,GVA15LED,58,7.546,7,39.5,1,3,7.58,
Television,GVA,GVA26FHD,247,3.867,3.5,66.09,1.5,3,5.97,
Television,Sony,KDL-60EX720,420,7.862,7,152.5,3,3,11.2,
Television,VIVID,AS-32HD1,263,4.947,4.5,80,1.5,3,7.13,
Television,SAMSUNG ELECTRONICS,UA55B8000XF,603,5.467,5,139.7,3,3,11.03,
Television,NEONIQ,TCM22LEDFHD,78,7.86592498,7,54.687,1,3,7.78,
Television,KONKA,KDL32JS80A,372,3.35,3,80.13,1.5,3,6.72,
Television,Panasonic,TH-P50V20A,566,5.001,5,127,2.5,3,10.66,
Television,GVA,GVA40FHD,496,3.830867922,3.5,101.609,2,3,8.46,
Television,BAUHN,AS-47LE3D1 ,409,5.98207471,5.5,119.635,2.5,3,9.59,
Television,TCL,L42E77DF,463,4.518,4.5,106.7,2,3,9.13,
Television,AKAI,AK18LED,79,6.980650598,6,47.013,1,3,6.79,
Television,VIVO,LEDTV24FHDF,154,5.470463693,5,60.965,1.5,3,6.54,
Television,GRUNDIG,GLED2211HDV,106,6.491,6,55,1,3,7.06,
Television,GRUNDIG,GLED2211HDVW,106,6.491,6,55,1,3,7.06,
Television,Palsonic,TFTV4005FHD,735,2.069,2,101,2,3,9.35,
Television,Palsonic,TFTV6042FHD,179,4.678,4.5,60,1.5,3,6.29,
Television,Palsonic,TFTV6650LED,207,4.655,4.5,66,1.5,3,6.57,
Television,GVA,GVA26FHDC,251,3.8,3.5,66.05,1.5,3,6.01,
Television,Sony,KDL-46EX520,270,7.656,7,116.8,2.5,3,9.7,
Television,NUOVO,NUO32HDLTV,327,3.918766175,3.5,80.039,1.5,3,6.77,
Television,GVA,GVA19E61,76,7.151,7,46.5,1,3,7.76,
Television,AWA,LC46G58,1200,1.01,1,117,2.5,3,13,
Television,MVM,LCD4209FHD,728,2.491,2,106,2,3,9.28,
Television,Panasonic,TH-L32E3A,160,7.13,7,80,1.5,3,8.6,
Television,NEONIQ,LCH3292,340,3.744,3.5,81.28,1.5,3,6.9,
Television,NUTEC,NUE3218,507,1.963,1.5,81.28,1.5,3,6.57,
Television,Telefunken,TL32HD,356,3.537,3.5,80,1.5,3,7.06,
Television,NUTEC,L22102C2120,171,4.801,4.5,58.24,1,3,6.21,
Television,Panasonic,TH-50PF20W,1113,1.97,1.5,126.8,2.5,3,12.63,
Television,SONIQ,E42Z10A,365,5.669,5.5,107.68,2,3,9.15,
Television,KONKA,KDL42FS65,650,3.002,3,106.73,2,3,9.5,
Television,Panasonic,TH-L37DT30A,292,5.611,5.5,94,2,3,8.42,
Television,AKAI,AK42FLED,360,5.649946258,5.5,106.731,2,3,9.1,
Television,AKAI,AK32LCDC,303,4.259659229,4,80.054,1.5,3,7.03,
Television,AKAI,AK39LCD,396,4.557284961,4.5,97.965,2,3,8.46,
Television,GVA,GVA32FLEDC,200,6.121310334,6,80.054,1.5,3,8,
Television,GVA,GVA26FLEDC,205,4.768300777,4.5,66.659,1.5,3,6.55,
Television,SUMO,SV-D01-185,70,7.52269006,7,47.013,1,3,7.7,
Television,SANYO,LCD-19XR9DA(C),106,5.663,5.5,47,1,3,6.56,
Television,Panasonic,TH-P50ST50A,504,5.520750852,5.5,126.803,2.5,3,10.54,
Television,TEAC,LE4618FHD,230,8.372736812,8,116.812,2.5,3,10.3,
Television,vivid,AJ-15HDC,83,5.929,5.5,38,1,3,6.33,
Television,GVA,GVA22FLEDA,87,7.376206092,7,54.683,1,3,7.87,
Television,Panasonic,TH-L26X10A,214,4.51,4.5,66,1.5,3,6.64,
Television,Panasonic,TH-L37S10A,399,4.202,4,94,2,3,7.99,
Television,Panasonic,TH-L37G10A,417,4.004,4,94,2,3,8.17,
Television,GVA,GVALC22A58,189,3.879,3.5,54,1,3,5.39,
Television,BAUHN,ATV-32HDC1N ,229,5.599458747,5.5,80.872,1.5,3,7.79,
Television,BAUHN,AS-39FHD1 ,419,4.306550927,4,97.974,2,3,8.19,
Television,HITACHI,L42EC05AU,468,4.486,4,107,2,3,8.68,
Television,TEVION,AJ-19LHC3,146,4.483,4,47.5,1,3,5.46,
Television,Panasonic,TH-L32S25A,255,5.042,5,80,1.5,3,7.55,
Television,HITACHI,LE42EC05AU,437,4.781,4.5,107,2,3,8.87,
Television,HITACHI,LE46EC05AU,442,5.444,5,117,2.5,3,9.42,
Television,GVA,GVA22A62,163,4.563,4.5,54,1,3,6.13,
Television,GVA,GVALC22A62,163,4.563,4.5,54,1,3,6.13,
Television,BAUHN,AT-24FHDC1,181,4.628,4.5,60,1.5,3,6.31,
Television,VIVID,AC-42HP3,837,2.058,2,106,2,3,10.37,
Television,ONIX,OC-22LHC1,202,3.609,3.5,56,1,3,5.52,
Television,Panasonic,TH-P42X20A,406,5.032,5,106,2,3,9.06,
Television,KONKA,KDL42JS80A,547,3.87,3.5,107.87,2,3,8.97,
Television,Panasonic,TH-P50X30A,449,6.039,6,127,2.5,3,10.49,
Television,Panasonic,TH-42PF20W,964,1.157,1,105.7,2,3,10.64,
Television,NEONIQ,LT-2218,119,5.972907396,5.5,54.687,1,3,6.69,
Television,Panasonic,TH-103PF12W,4243,2.09,2,260.3,5,3,44.43,
Television,Palsonic,TFTV6043FHD,181,4.619,4.5,59.7,1.5,3,6.31,
Television,SONIQ,L55S11A-AU,718,4.673,4.5,139.7,3,3,11.68,
Television,NEONIQ,TCM4201FHD,659,3.538,3.5,113.93,2.5,3,10.09,
Television,TEAC,LEBD32D10FHD,121,8.383575072,8,80.133,1.5,3,9.21,
Television,VIVO,LEDTV32FHDF,242,5.26777933,5,80.039,1.5,3,7.42,
Television,AWA,MSDV1962-04-D0,99,6.012127046,6,47.332,1,3,6.99,
Television,AWA,MSDV1962-O4,99,6.012127046,6,47.332,1,3,6.99,
Television,Palsonic,TFTV8153DT,387,3.164,3,80,1.5,3,6.87,
Television,TEAC,LEDV2482FHD,174,4.804734053,4.5,59.81,1.5,3,6.24,
Television,Palsonic,3416PF,133,3.564,3.5,34,1,3,4.83,
Television,TEAC,LEDV24U83FHD,81,8.231255411,8,59.81,1.5,3,8.81,
Television,Sony,KDL-32EX400,284,4.559,4.5,80.1,1.5,3,7.34,
Television,SENZU,SLE32L10,245,5.213,5,81.28,1.5,3,7.45,
Television,Palsonic,TFTV6032LED,142,5.716,5.5,60,1.5,3,6.92,
Television,Panasonic,TH-L32D20A,216,5.785,5.5,80,1.5,3,7.66,
Television,MVM,LCD2610HD,207,4.655,4.5,66.04,1.5,3,6.57,
Television,KOGAN,KGNFHDLED55VAA,501,6.217,6,138.14,3,3,11.01,
Television,SAMSUNG ELECTRONICS,PS59D550C1M,768,5.017,5,150,3,3,12.68,
Television,GVA,GVA40UA2,443,4.338,4,102,2,3,8.43,
Television,TOSHIBA,42SL800AZ,255,7.192,7,107,2,3,9.55,
Television,TOSHIBA,42SL800A,255,7.192,7,107,2,3,9.55,
Television,Palsonic,TFTV3855DTR,84,5.875,5.5,38,1,3,6.34,
Television,Palsonic,TFTV6840DT,229,4.202,4,66,1.5,3,6.29,
Television,Palsonic,TFTV554LEDR,110,6.348,6,54.6,1,3,7.1,
Television,Palsonic,TFTV476LED,72,7.404,7,46.9,1,3,7.72,
Television,Palsonic,TFTV455HD,91,6.326,6,47.5,1,3,6.91,
Television,SANYO,LED-32XR10FH,330,3.887,3.5,80,1.5,3,6.8,
Television,SANYO,LCD-46XR10F,767,2.975,2.5,116,2.5,3,10.17,
Television,SANYO,LCD-40XR10F,604,2.948,2.5,101,2,3,8.54,
Television,LOEWE,Loewe INDIVIDUAL 40 COMPOSE LED 400 DR + 69408U48,450,4.301,4,101,2,3,8.5,
Television,LOEWE,Loewe INDIVIDUAL 40 COMPOSE LED 400 DR + 69408L48,450,4.301,4,101,2,3,8.5,
Television,LOEWE,Loewe INDIVIDUAL 40 COMPOSE LED 400 DR + 69408B48,450,4.301,4,101,2,3,8.5,
Television,VIVID,AT-19LEC1,112,5.416,5,47.01,1,3,6.12,
Television,GVA,GVA32S16,263,4.947,4.5,80,1.5,3,7.13,
Television,GVA,GVA22E61,114,6.16,6,54,1,3,7.14,
Television,BAUHN,AC-42FZ2,464,4.503,4.5,102,2,3,9.14,
Television,AWA,MSDV2203-F3-D0,185,4.003,4,54.77,1,3,5.85,
Television,AWA,MSDV3211-O3,500,2.016,2,81,1.5,3,7,
Television,Dick Smith,GE6606,500,2.016,2,81,1.5,3,7,
Television,MYVI,UR19T,170,3.804,3.5,46.99,1,3,5.2,
Television,VUE,VUE42PDP,1059,1.057,1,109,2,3,11.59,
Television,MVM,PDP4209HD,1059,1.057,1,109,2,3,11.59,
Television,Telefunken,TL42PA41,1059,1.057,1,109,2,3,11.59,
Television,BAUHN,ATV-58IPED1,557,6.256368622,6,146.068,3,3,11.57,
Television,AWA,MHDV2411-F5,205,4.066,4,59.8,1.5,3,6.05,
Television,GVA,GVA42DHPLA1,1059,1.057,1,109,2,3,11.59,
Television,Tecovision,LED24FNLDM1,126,6.276,6,60,1.5,3,7.26,
Television,Tecovision,LED24FNLD,126,6.276,6,60,1.5,3,7.26,
Television,Sony,KDL-60EX640,450,7.552775234,7,152.504,3,3,11.5,
Television,TEAC,LE3285FHD,319,4.029769333,4,80.039,1.5,3,7.19,
Television,AKAI,AK22FLEDC,98,6.843002065,6,54.687,1,3,6.98,
Television,AOC,240LM00007,98,7.511,7,60.9,1.5,3,7.98,
Television,AOC,T2442e,98,7.511,7,60.9,1.5,3,7.98,
Television,AWA,MSDV2968-05,141,7.014868199,7,72.711,1.5,3,8.41,
Television,AWA, ,344,6.557239791,6,116.846,2.5,3,9.44,
Television,AWA,LE4603-O5,344,6.557239791,6,116.846,2.5,3,9.44,
Television,SAMSUNG ELECTRONICS,LA46B530P7F,589,4.168,4,116.8,2.5,3,9.89,
Television,Palsonic,TFTV8140DT,290,4.457,4,81,1.5,3,6.9,
Television,Palsonic,TFTV321FHD,314,4.11,4,81,1.5,3,7.14,
Television,Teco,TA32N7PR,350,3.623,3.5,80.1,1.5,3,7,
Television,DGTEC,DG-FV32LCD,308,4.188,4,80.01,1.5,3,7.08,
Television,AWA,LC-16G78P,125,4.087,4,39,1,3,5.25,
Television,AWA,MHDV2411-O3,186,4.506,4.5,60,1.5,3,6.36,
Television,Telefunken,TL19H1,115,5.298,5,47,1,3,6.15,
Television,Telefunken,TEL4207,1059,1.057,1,109,2,3,11.59,
Television,Bauhn,ATV-19HED2,88,6.497154834,6,47.013,1,3,6.88,
Television,SAMSUNG ELECTRONICS,UA55C9000SF,647,5.151,5,139.7,3,3,11.47,
Television,Palsonic,TFTV602LED,134,5.975,5.5,60,1.5,3,6.84,
Television,OKANO,LTV3201C,351,3.602,3.5,81.28,1.5,3,7.01,
Television,Palsonic,TFTV835HD,343,3.704,3.5,80,1.5,3,6.93,
Television,VIVID,AT-32HD1,321,4.002,4,80.5,1.5,3,7.21,
Television,SENZU,4200SL-D111,454,4.61,4.5,106.68,2,3,9.04,
Television,SANYO,LCD22VT10DVD(B),176,4.227,4,55,1,3,5.76,
Television,GVA,G32FHDLCD2,333,3.924,3.5,81.28,1.5,3,6.83,
Television,Panasonic,TH-P65VT50A,815,5.525087559,5.5,164.499,3.5,3,13.65,
Television,TEVION,AC-19LHC2,174,3.704,3.5,48,1,3,5.24,
Television,ALLURE,AL-26LCD,262,3.607,3.5,66.04,1.5,3,6.12,
Television,AWA,MHDV2445-O3-D0,145,5.618,5.5,59.77,1.5,3,6.95,
Television,Panasonic,TH-L37S25A,333,5.022,5,94,2,3,8.33,
Television,AWA,MSDV1911-O3,120,5.107,5,47.01,1,3,6.2,
Television,GVA,G19HDLCD1,133,4.646,4.5,47,1,3,5.83,
Television,Bosston,BTN4201,688,2.785,2.5,107.3,2,3,9.38,
Television,Telefunken,TP26C8,287,3.19,3,66,1.5,3,5.87,
Television,GVA,G50HDPL1,926,2.806,2.5,127,2.5,3,11.76,
Television,NEONIQ,TCM42FHD,650,3.6,3.5,113.93,2.5,3,10,
Television,NEONIQ,LCH3292D,395,3.159,3,81.28,1.5,3,6.95,
Television,NEONIQ,LCD26H3,236,4.147,4,66.04,1.5,3,6.36,
Television,Panasonic,TH-P42ST30A,405,5.044,5,106,2,3,9.05,
Television,Panasonic,TH-L32XM5A,123,8.29476123,8,79.967,1.5,3,9.23,
Television,ONIX,OC-32LH2,363,3.469,3,82,1.5,3,6.63,
Television,SANYO,LCD22VT10DVD,171,4.356,4,55,1,3,5.71,
Television,LOEWE,Loewe INDIVIDUAL 32 SELECT LED 100 69415U80,290,4.448,4,80,1.5,3,6.9,
Television,LOEWE,Loewe INDIVIDUAL 32 SELECT LED 100 69415L80,290,4.448,4,80,1.5,3,6.9,
Television,LOEWE,Loewe INDIVIDUAL 32 SELECT LED 100 69415B80,290,4.448,4,80,1.5,3,6.9,
Television,BAUHN,AS-32FZ1,271,4.813,4.5,80,1.5,3,7.21,
Television,TCL,L24D20FEB,105,7.081,7,59.5,1.5,3,8.05,
Television,TCL,L24D20FES,105,7.081,7,59.5,1.5,3,8.05,
Television,GVA,GVA22FLEDJ,107,6.449258417,6,54.687,1,3,7.07,
Television,TEAC,LEDV22U83FHD,78,7.865573996,7,54.683,1,3,7.78,
Television,SAMSUNG ELECTRONICS,UA46ES7500M,300,7.183711676,7,116.818,2.5,3,10,
Television,AKAI,AK32FLED,200,6.121310334,6,80.054,1.5,3,8,
Television,AKAI,AK22FLEDC,107,6.450256349,6,54.713,1,3,7.07,
Television,AKAI,AK24FLED,105,7.064410711,7,59.774,1.5,3,8.05,
Television,AKAI,AK42FLED,257,7.157351988,7,106.697,2,3,9.57,
Television,SAMSUNG ELECTRONICS,UA40ES6200M,228,7.314545164,7,101.637,2,3,9.28,
Television,SANYO,LCD37XR9DA(B),487,3.318,3,94,2,3,7.87,
Television,SAMSUNG ELECTRONICS,UA50ES6900M,271,8.243810031,8,125.66,2.5,3,10.71,
Television,NUOVO,NUO19DHDLED,79,6.980650598,6,47.013,1,3,6.79,
Television,SAMSUNG ELECTRONICS,PS51E8000GM,669,4.363720641,4,128.841,2.5,3,10.69,
Television,GVA,GVA26LEDC,137,6.508611083,6,66.087,1.5,3,7.37,
Television,Bauhn,ATV-46FLEM,374,6.193687522,6,116.809,2.5,3,9.74,
Television,SAMSUNG ELECTRONICS,UA50ES6200M,257,8.481516815,8,125.66,2.5,3,10.57,
Television,SANYO,LCD26XR9DA(B),237,4.048,4,66,1.5,3,6.37,
Television,ONIX,OC-42PH1,837,2.058,2,106,2,3,10.37,
Television,GRUNDIG,G24FLEDV,131,6.072954889,6,59.774,1.5,3,7.31,
Television,GVA,GVA22FLEDC,116,6.08833078,6,54.713,1,3,7.16,
Television,Bang & Olufsen,BeoVision 7-40,485,3.927587049,3.5,101.549,2,3,8.35,
Television,sunview,SK19AHDR,174,3.686,3.5,48,1,3,5.24,
Television,Palsonic,TFTV5532LED,129,5.622,5.5,55,1,3,6.79,
Television,GVA,GVA22FLEDCJ,120,5.935405753,5.5,54.687,1,3,6.7,
Television,BAUHN,AS-47FHZ1,572,4.486,4,119.7,2.5,3,9.72,
Television,GVA,GVA19A58,104,5.749,5.5,46.99,1,3,6.54,
Television,Palsonic,TFTV8155DT,318,4.044,4,80,1.5,3,7.18,
Television,Palsonic,TFTV325FL,233,5.447,5,80,1.5,3,7.33,
Television,SAMSUNG ELECTRONICS,LA19D400E1M,78,7.035,7,47,1,3,7.78,
Television,TOSHIBA,22SL700A,110,6.366,6,56,1,3,7.1,
Television,sunview,SK32AFH,388,3.123,3,80,1.5,3,6.88,
Television,HAIER,22T32,180,4.393,4,54.61,1,3,5.8,
Television,Palsonic,TFTV826HD,325,3.946,3.5,80,1.5,3,6.75,
Television,VIVO,PTV50HDA,1021,2.363,2,126.7,2.5,3,12.21,
Television,Palsonic,TFTV5545LEDR,128,5.646,5.5,55,1,3,6.78,
Television,Palsonic,PDP5055HD,1094,2.05,2,127,2.5,3,12.94,
Television,Sony,KDL-26EX420,124,6.955,6,66.1,1.5,3,7.24,
Television,FPD,42T***,609,3.294,3,107,2,3,9.09,
Television,SAMSUNG ELECTRONICS,T27A950,185,5.435,5,68.7,1.5,3,6.85,
Television,Sony,KDL-46HX820,331,6.743,6,116.8,2.5,3,9.31,
Television,SAMSUNG ELECTRONICS,LA40C650L1F,490,3.897,3.5,101.6,2,3,8.4,
Television,TCL,L42E5300F,230,7.657733263,7,106.731,2,3,9.3,
Television,Palsonic,TFTV664R,234,4.105,4,66,1.5,3,6.34,
Television,Palsonic,TFTV4945LEDR,113,5.377,5,48,1,3,6.13,
Television,GVA,GVA22UA2,147,5.05,5,54.9,1,3,6.47,
Television,GVA,GVA32FHDC,389,3.15,3,80.13,1.5,3,6.89,
Television,TOSHIBA,32HL800AZ,177,6.664,6,81,1.5,3,7.77,
Television,TOSHIBA,32HL800A,177,6.664,6,81,1.5,3,7.77,
Television,OKANO,LTV3204,294,4.395,4,81.28,1.5,3,6.94,
Television,GVA,GVA22UA2C,173,4.297,4,54.7,1,3,5.73,
Television,TOSHIBA,47VL800AZ,317,7.106,7,119,2.5,3,10.17,
Television,TOSHIBA,47VL800A,317,7.106,7,119,2.5,3,10.17,
Television,TCL,L22A11E,114,6.149,6,54.6,1,3,7.14,
Television,TCL,L46E5300F,220,8.571341232,8,116.802,2.5,3,10.2,
Television,sunview,SK26AHD,318,2.729,2.5,66,1.5,3,5.68,
Television,TOSHIBA,32SL700A,189,6.401,6,81,1.5,3,7.89,
Television,SAMSUNG ELECTRONICS,UA46D5500RM,257,7.877,7,116.8,2.5,3,9.57,
Television,Palsonic,TFTV605LEDR,124,6.323,6,60,1.5,3,7.24,
Television,VIVO,LTV19HD,126,4.885,4.5,47,1,3,5.76,
Television,TOSHIBA,26SL700A,141,6.384,6,66,1.5,3,7.41,
Television,Palsonic,TFTV4835PWDT,131,4.979,4.5,48,1,3,5.81,
Television,Palsonic,TFTV4835DT,131,4.979,4.5,48,1,3,5.81,
Television,TOSHIBA,42HL800AZ,296,6.524,6,106.68,2,3,8.96,
Television,TOSHIBA,42HL800A,296,6.524,6,106.68,2,3,8.96,
Television,GVA,GVA19A58C,121,5.07,5,46.99,1,3,6.21,
Television,TCL,L24P11FE,107,7.095,7,61,1.5,3,8.07,
Television,Sony,KDL-55EX720,419,7.086,7,138.8,3,3,11.19,
Television,NEONIQ,ELTL22EXFHDD ,180,4.126369053,4,54.77,1,3,5.8,
Television,Sony,KDL-32EX520,197,6.198,6,80.1,1.5,3,7.97,
Television,TCL,L19E77HD,102,5.855,5.5,48,1,3,6.52,
Television,Sony,KDL-40NX720,294,6.175,6,101.6,2,3,8.94,
Television,Sony,KDL-32CX520,269,4.802,4.5,80.1,1.5,3,7.19,
Television,BAUHN,AS-42FHD1,374,5.479,5,106,2,3,8.74,
Television,TCL,L19M19,105,5.706,5.5,47,1,3,6.55,
Television,TCL,L22M19,135,5.415,5,54.9,1,3,6.35,
Television,SAMSUNG ELECTRONICS,PS50B550T2F,1001,2.484,2,127,2.5,3,12.01,
Television,SAMSUNG ELECTRONICS,PS51D491A4M,677,4.31,4,129,2.5,3,10.77,
Television,TCL,L23D2200F,138,5.71,5.5,58.3,1,3,6.88,
Television,SONIQ,PTV95000-P1D1A (QSP550T),969,2.597,2.5,126.89,2.5,3,12.19,
Television,TOSHIBA,46RV600A,527,4.681,4.5,117.1,2.5,3,9.77,
Television,BUSH,IDLED3201,244,5.338,5,80,1.5,3,7.44,
Television,SONIQ,E22Z11A-AU,124,5.788,5.5,55.88,1,3,6.74,
Television,GVA,GVA32E61,218,5.744,5.5,81.3,1.5,3,7.68,
Television,ONIX,OWS-22LED1,114,6.16,6,54,1,3,7.14,
Television,TOSHIBA,26DV615Y,215,4.602,4.5,66.6,1.5,3,6.65,
Television,Bang & Olufsen,BeoVision 10-32,425,2.849,2.5,81.3,1.5,3,6.75,
Television,TCL,L42V6300F3DE,240,7.467005751,7,106.7308524,2,3,9.4,
Television,SENZU,3200SL-A105,351,3.601,3.5,81.28,1.5,3,7.01,
Television,SANYO,LCD42E30FA,434,4.808,4.5,106,2,3,8.84,
Television,VIVO,LEDTV42FHD,495,4.235,4,106.7,2,3,8.95,
Television,Telefunken,ELNU2688HD,334,2.563,2.5,64.93,1.5,3,5.84,
Television,Palsonic,TFTV6035FHD,215,3.857,3.5,60,1.5,3,5.65,
Television,Palsonic,TFTV4200FHD,620,3.214,3,106,2,3,9.2,
Television,OKANO,LTV3203F,361,3.485,3,81.28,1.5,3,6.61,
Television,Palsonic,TFTV382HDR,82,5.97,5.5,39.4,1,3,6.32,
Television,Palsonic,TFTV320HL,335,3.897,3.5,80,1.5,3,6.85,
Television,Palsonic,TFTV552LED,92,7.126,7,55,1,3,7.92,
Television,Palsonic,TFTV605FHD,187,4.482,4,60,1.5,3,5.87,
Television,Palsonic,TFTV815HD,251,5.104,5,81,1.5,3,7.51,
Television,ENGLAON,LED24X60,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24X50,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24X30,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24X20,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24X10,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24M60,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24M50,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24M30,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24M20,120,6.467,6,59.8,1.5,3,7.2,
Television,ENGLAON,LED24M10,120,6.467,6,59.8,1.5,3,7.2,
Television,Palsonic,PDP5012HD,998,2.446,2,127,2.5,3,11.98,
Television,Palsonic,TFTV421FHD,585,3.474,3,106,2,3,8.85,
Television,SAMSUNG ELECTRONICS,PS51D550C1N,539,5.332,5,128.8,2.5,3,10.39,
Television,Sony,KDL-46NX720,309,7.051,7,116.8,2.5,3,10.09,
Television,SAMSUNG ELECTRONICS,LA46B550K1H,645,3.761,3.5,116.8,2.5,3,9.95,
Television,SAMSUNG ELECTRONICS,PS50B450B1D,906,2.931,2.5,127,2.5,3,11.56,
Television,SAMSUNG ELECTRONICS,PS58B850Y1F,1192,2.922,2.5,147.3,3,3,14.42,
Television,PRIMA,LED3212FHDDVD,256,5.024803138,5,80.131,1.5,3,7.56,
Television,SONIQ,E23Z11B-AU,123,6.202285888,6,58.296,1,3,7.23,
Television,TOSHIBA,42ZV600A,428,4.872,4.5,106.7,2,3,8.78,
Television,sunview,SK21AFH,176,4.197,4,55,1,3,5.76,
Television,TCL,L15T53D,103,4.983,4.5,39.6,1,3,5.53,
Television,TCL,L32E77D,270,4.777,4.5,80,1.5,3,7.2,
Television,TCL,L32P10R,245,5.221,5,80,1.5,3,7.45,
Television,TCL,L32P10FHD,245,5.221,5,80,1.5,3,7.45,
Television,sunview,SK21AFHDR,209,3.427,3,55,1,3,5.09,
Television,TCL,L46E5200F,265,7.737,7,116,2.5,3,9.65,
Television,Panasonic,TH-42PF50W,504,4.063476866,4,105.668,2,3,9.04,
Television,VIVID,AT-32HDC1,332,3.851,3.5,80.01,1.5,3,6.82,
Television,SAMSUNG ELECTRONICS,UA40D6400UN,275,6.475,6,101.6,2,3,8.75,
Television,SAMSUNG ELECTRONICS,UA46D6000SN,286,7.398,7,116.8,2.5,3,9.86,
Television,Telefunken,TL22FHD,166,4.499,4,55,1,3,5.66,
Television,MXT,LED2601,137,6.504406374,6,66.053,1.5,3,7.37,
Television,ONIX,OC-19LHC1,139,4.456,4,48,1,3,5.39,
Television,Palsonic,TFTV5570MW,86,7.428014995,7,54.683,1,3,7.86,
Television,Palsonic,TFTV5570M,86,7.428014995,7,54.683,1,3,7.86,
Television,SONIQ,L42D11A-AU,454,4.61,4.5,106.68,2,3,9.04,
Television,FPD,22T32A,180,4.393,4,54.61,1,3,5.8,
Television,NEONIQ,ELTL32EXFHDD,507,1.962498379,1.5,80.131,1.5,3,6.57,
Television,TCL,L32E330,215,5.792095706,5.5,79.967,1.5,3,7.65,
Television,ONIX,OM-32DLEC,141,7.68854315,7,80.039,1.5,3,8.41,
Television,GVA,GVA39FDLED,301,5.788828381,5.5,97.974,2,3,8.51,
Television,PALSONIC,TFTV4960M / TFTV4960MW,94,6.20156947,6,47.013,1,3,6.94,
Television,NEONIQ,ELH185A0WF3DF,101.1,5.875253323,5.5,47.013,1,3,6.511,
Television,NEONIQ,ELF215A0WF3DF,116,6.087332849,6,54.687,1,3,7.16,
Television,SHARP,LC-46LE840X,254,7.929636022,7,116.818,2.5,3,9.54,
Television,AKAI,AK50FDLED,403,6.452457657,6,125.731,2.5,3,10.03,
Television,GVA,GVA50FDLED,403,6.452457657,6,125.731,2.5,3,10.03,
Television,GVA,GVA26LEDCP,163,5.725673249,5.5,66.053,1.5,3,7.13,
Television,GVA,GVA15FLED,58,7.609736265,7,40.038,1,3,7.58,
Television,Palsonic,TFTV740HL,123,7.599825452,7,72.4,1.5,3,8.23,
Television,Palsonic,TFTV557FHD,180,4.119344192,4,54.713,1,3,5.8,
Television,TCL,L55F3300F,330,8.152740807,8,138.711,3,3,11.3,
Television,Medion,MD21097 AUS-A,73,7.334630854,7,47.013,1,3,7.73,
